index,location,description,secs,category,CDNumber,CDName,tracknum,isCrowd,bitRate,isStereo,duration
368,07039019.wav,"Hysterical Laughter, several women.",20,,EC1006B,Crowds,10,1,44100,2,18.48829931972789
369,07039020.wav,"Hysterical Laughter, one woman.",11,,EC1006B,Crowds,11,1,44100,2,9.724126984126984
370,07039021.wav,Arabic Chatter in Cairo market place.,114,,EC1006B,Crowds,12,1,44100,2,112.62013605442176
371,07039022.wav,"Russian Crowd, mixed, angry.",129,,EC1006C,Crowds: Interior,1,1,44100,2,127.9275283446712
372,07039023.wav,"Russian Crowd, mixed, happy.",120,,EC1006C,Crowds: Interior,2,1,44100,2,118.83755102040816
373,07039024.wav,"Small Russian Crowd, mixed, very animated.",80,,EC1006C,Crowds: Interior,3,1,44100,2,78.63310657596372
374,07039025.wav,"Small Russian Crowd, mixed, very animated.",67,,EC1006C,Crowds: Interior,4,1,44100,2,65.74775510204081
375,07039026.wav,"Russian Crowd, mixed, excited.",92,,EC1006C,Crowds: Interior,5,1,44100,2,91.08834467120181
376,07039027.wav,"French Crowd, mixed, cheerful.",107,,EC1006C,Crowds: Interior,6,1,44100,2,105.72845804988663
377,07039028.wav,"Small French Crowd, mixed.",45,,EC1006C,Crowds: Interior,7,1,44100,2,43.64879818594104
378,07039029.wav,"Crowded French Restaurant, general atmosphere.",81,,EC1006C,Crowds: Interior,8,1,44100,2,79.87972789115646
379,07039030.wav,"Small Dutch Crowd, mixed, animated.",86,,EC1006C,Crowds: Interior,9,1,44100,2,85.46839002267573
380,07039039.wav,"Pakistan, street demonstration with crowd chanting 'Pakistani Zinderbad'.",27,,EC1006F,Foreign Atmospheres,9,1,44100,2,25.777392290249434
381,07039043.wav,"Native Americans, crowd screaming. (Specially created effect.)",10,,EC1006G,Crowds: Foreign,1,1,44100,2,9.34421768707483
382,07039044.wav,"Native Americans, crowd chatteringing. (Specially created effect.)",22,,EC1006G,Crowds: Foreign,2,1,44100,2,21.333242630385488
383,07039045.wav,"Native Americans, frightened cries of crowd. (Specially created effect.)",15,,EC1006G,Crowds: Foreign,3,1,44100,2,14.123356009070294
384,07039046.wav,"Native Americans, excited chatter of crowd. (Specially created effect.)",34,,EC1006G,Crowds: Foreign,4,1,44100,2,32.88662131519274
385,07039047.wav,"China, newspaper sellers.",58,,EC1006G,Crowds: Foreign,5,1,44100,2,57.10857142857143
386,07039048.wav,"China, Egg Street general atmoshere.",52,,EC1006G,Crowds: Foreign,6,1,44100,2,51.37578231292517
387,07039049.wav,"China, Cloth Street general atmosphere.",62,,EC1006G,Crowds: Foreign,7,1,44100,2,61.2508843537415
388,07039050.wav,"China, two black-cloth merchants selling cloth.",50,,EC1006G,Crowds: Foreign,8,1,44100,2,49.443446712018144
389,07039051.wav,"Ballroom Atmosphere, footstep shuffle, chatter & applause at end.",173,,EC1006G,Crowds: Foreign,9,1,44100,2,172.2873469387755
390,07039052.wav,"Ballroom Atmosphere, footstep shuffle, chatter & applause at end.",123,,EC1006G,Crowds: Foreign,10,1,44100,2,121.95138321995465
391,07039065.wav,"Crowd, interior, quiet with coughs.",110,,EC1006J,Crowds: Interior,1,1,44100,2,107.18326530612245
392,07039066.wav,"Crowd, interior, quiet with coughs.",92,,EC1006J,Crowds: Interior,2,1,44100,2,90.0467120181406
393,07039067.wav,"Crowd, interior, animated with excited chatter.",85,,EC1006J,Crowds: Interior,3,1,44100,2,83.8421768707483
394,07039068.wav,"Crowd, interior, angry.",94,,EC1006J,Crowds: Interior,4,1,44100,2,92.82510204081633
395,07039069.wav,"Crowd, interior, nervous with tense murmuring.",83,,EC1006J,Crowds: Interior,5,1,44100,2,81.61142857142858
396,07039070.wav,"Crowd, interior, gasp of horror & agitated chatter.",38,,EC1006J,Crowds: Interior,6,1,44100,2,36.341133786848076
397,07039071.wav,"Crowd, interior, expectant murmur, gasp of horror & agitated chatter.",60,,EC1006J,Crowds: Interior,7,1,44100,2,58.516190476190474
398,07039072.wav,"Crowd, interior, banquet atmosphere with dishes.",120,,EC1006J,Crowds: Interior,8,1,44100,2,117.65278911564626
399,07039073.wav,"Crowd, interior, cheerful party chatter.",67,,EC1006K,Crowds: Interior,1,1,44100,2,64.89464852607709
400,07039074.wav,"Crowd, interior, quiet speech.",81,,EC1006K,Crowds: Interior,2,1,44100,2,79.79192743764172
401,07039075.wav,"Crowd, interior, quiet speech.",90,,EC1006K,Crowds: Interior,3,1,44100,2,88.38331065759637
402,07039076.wav,"Crowd, interior, noisy pub chatter with laughs.",69,,EC1006K,Crowds: Interior,4,1,44100,2,66.83265306122449
403,07039077.wav,"Crowd, interior, quiet pub chatter.",93,,EC1006K,Crowds: Interior,5,1,44100,2,91.01224489795918
404,07039078.wav,"Crowd, interior, twenty people, quiet chatter.",82,,EC1006K,Crowds: Interior,6,1,44100,2,80.2368253968254
405,07039079.wav,"Crowd, interior, twenty people, jovial party chatter & laughter.",84,,EC1006K,Crowds: Interior,7,1,44100,2,82.6001814058957
406,07039080.wav,"Crowd, interior, twenty people, serious chatter.",87,,EC1006K,Crowds: Interior,8,1,44100,2,85.25115646258503
407,07039081.wav,"Crowd, interior, twenty people, quiet light chatter.",84,,EC1006K,Crowds: Interior,9,1,44100,2,82.29560090702948
408,07039082.wav,"Crowd, interior, twenty men, club atmosphere.",73,,EC1006K,Crowds: Interior,10,1,44100,2,71.16444444444444
409,07039083.wav,"Crowd, interior, twenty men, club chatter.",85,,EC1006L,Crowds: Interior,1,1,44100,2,83.05814058956916
410,07039084.wav,"Crowd, interior, twenty men, expectant chatter.",77,,EC1006L,Crowds: Interior,2,1,44100,2,75.60707482993197
411,07039085.wav,"Crowd, interior, twenty men, cheerful laughter & party chatter.",76,,EC1006L,Crowds: Interior,3,1,44100,2,74.55573696145125
412,07039086.wav,"Crowd, interior, twenty men, ""hear hear"" & applause.",20,,EC1006L,Crowds: Interior,4,1,44100,2,18.285986394557824
413,07039087.wav,"Crowd, interior, twenty men, ""hear hear"" & applause.",15,,EC1006L,Crowds: Interior,5,1,44100,2,14.058775510204082
414,07039088.wav,"Crowd, interior, twenty men, ""aye ayes"".",17,,EC1006L,Crowds: Interior,6,1,44100,2,14.708934240362812
415,07039089.wav,"Crowd, interior, twenty men, ""no nos"".",18,,EC1006L,Crowds: Interior,7,1,44100,2,16.48453514739229
416,07039090.wav,"Crowd, interior, twenty men, ""no nos"".",8,,EC1006L,Crowds: Interior,8,1,44100,2,6.413650793650794
417,07039091.wav,"Crowd, interior, twenty women, quiet chatter.",88,,EC1006L,Crowds: Interior,9,1,44100,2,85.8465306122449
418,07039092.wav,"Crowd, interior, twenty women, animated chatter.",84,,EC1006L,Crowds: Interior,10,1,44100,2,82.69678004535147
419,07039093.wav,"Crowd, interior, twenty women, angry loud chatter.",90,,EC1006L,Crowds: Interior,11,1,44100,2,88.05551020408163
420,07039094.wav,"Crowd, interior, twenty women, apprehensive chatter.",90,,EC1006M,Crowds: Interior,1,1,44100,2,88.37641723356009
421,07039095.wav,"Crowd, interior, twenty women, jolly party laughter & chatter.",88,,EC1006M,Crowds: Interior,2,1,44100,2,87.0445351473923
422,07039096.wav,"Crowd, interior, 8 men & women, party laughter & chatter.",91,,EC1006M,Crowds: Interior,3,1,44100,2,88.8604081632653
423,07039097.wav,"Crowd, interior, 8 men & women, loud excited chatter.",93,,EC1006M,Crowds: Interior,4,1,44100,2,90.48580498866212
424,07039098.wav,"Crowd, interior, 8 men & women, tense & hushed whispering.",88,,EC1006M,Crowds: Interior,5,1,44100,2,86.10875283446713
425,07039099.wav,"Crowd, interior, 40 men & women, cheering & applause.",58,,EC1006M,Crowds: Interior,6,1,44100,2,55.929433106575964
426,07039100.wav,"Crowd, interior, 40 men & women, ""hear hears"" & applause.",14,,EC1006M,Crowds: Interior,7,1,44100,2,13.0681179138322
427,07039101.wav,"Crowd, interior, 40 men & women, stamping feet & applause.",25,,EC1006M,Crowds: Interior,8,1,44100,2,23.14643990929705
428,07039102.wav,"Crowd, interior, 40 men & women, cheering 3 ""Hip, Hip, Hoorays"".",15,,EC1006M,Crowds: Interior,9,1,44100,2,13.661678004535148
429,07039103.wav,"Crowd, interior, 40 men & women, booing & jeering.",50,,EC1006M,Crowds: Interior,10,1,44100,2,48.60476190476191
430,07039108.wav,"Czech Chatter, small mixed crowd.",73,,EC1006Q,Crowds,1,1,44100,2,71.10916099773243
431,07039109.wav,"Czech Chatter, small mixed crowd.",123,,EC1006Q,Crowds,2,1,44100,2,121.90936507936507
432,07039110.wav,"Czech Chatter, small mixed crowd.",198,,EC1006Q,Crowds,3,1,44100,2,196.58201814058958
433,07039111.wav,"Crowd: Dutch, chatter. (From 78 disc)",52,"Crowds: Dutch, chatter",EC1006Q,Crowds,4,1,44100,2,50.20843537414966
434,07039112.wav,"Large Dutch Crowd, standing up.",20,,EC1006Q,Crowds,5,1,44100,2,18.094489795918367
435,07039113.wav,"Large Dutch Crowd, sitting down.",16,,EC1006Q,Crowds,6,1,44100,2,15.026213151927438
436,07039114.wav,"Pub Atmosphere, noisy chatter.",126,,EC1006Q,Crowds,7,1,44100,2,124.35918367346939
437,07039115.wav,"Pub Atmosphere, quiet chatter with beer pumps.",42,,EC1006Q,Crowds,8,1,44100,2,40.534784580498865
438,07039116.wav,"Children Playing, small noisy group.",75,,EC1006Q,Crowds,9,1,44100,2,72.50045351473923
439,07040169.wav,Crowd in shopping precinct with footsteps & chatter. (Close perspective recording.),372,,EC23C,Shopping Precinct,1,1,44100,2,369.64798185941044
440,07040170.wav,Crowd in shopping precinct with footsteps & chatter. (Wide perspective recording.),399,,EC23C,Shopping Precinct,2,1,44100,2,396.3750113378685
441,07041147.wav,"Victoria Station Concourse, busy rush-hour crowd with footsteps, occasional indistinct voices, distant train whistles. (Recorded above concourse, no announcements.)",394,Trains: Stations: Victoria,EC2T12,"Victoria Station, London ",1,1,44100,2,391.51827664399093
442,07041148.wav,"Victoria Station Concourse, busy rush-hour crowd with close footsteps, occasional indistinct voices, distant train whistles. (Recorded in crowd, no announcements.)",397,Trains: Stations: Victoria,EC2T12,"Victoria Station, London ",2,1,44100,2,394.0431746031746
443,07042307.wav,"City dealing room, large crowded electronic office.",383,,ECD014,London,30,1,44100,2,380.79333333333335
444,07043046.wav,"Light Entertainment Audience, quiet expectant audience with some laughter.",56,,ECD007,"Crowds, Children & Footsteps",1,1,44100,2,55.013333333333335
446,07043048.wav,"Light Entertainment Audience, continuous cheering & applause.",17,,ECD007,"Crowds, Children & Footsteps",3,1,44100,2,17.18
447,07043049.wav,"Light Entertainment Audience, boos and hisses.",16,,ECD007,"Crowds, Children & Footsteps",4,1,44100,2,16.186666666666667
452,07043054.wav,"Light Entertainment Audience, loud laugh with clapping.",6,,ECD007,"Crowds, Children & Footsteps",9,1,44100,2,6.711768707482993
453,07043055.wav,"Light Entertainment Audience, continuous laughing.",7,,ECD007,"Crowds, Children & Footsteps",10,1,44100,2,8.106666666666667
454,07043056.wav,"Light Entertainment Audience, laugh into applause.",8,,ECD007,"Crowds, Children & Footsteps",11,1,44100,2,8.96
455,07043057.wav,"Light Entertainment Audience, cheer into applause.",14,,ECD007,"Crowds, Children & Footsteps",12,1,44100,2,14.606666666666667
456,07043058.wav,"Light Entertainment Audience, continuous applause.",25,,ECD007,"Crowds, Children & Footsteps",13,1,44100,2,25.666666666666668
457,07043059.wav,Theatre Audience in foyer during interval.,121,,ECD007,"Crowds, Children & Footsteps",14,1,44100,2,121.32
458,07043060.wav,"Theatre Audince, continuous laughter.",10,,ECD007,"Crowds, Children & Footsteps",15,1,44100,2,10.74
459,07043061.wav,"Theatre Audience, laughter & applause into interval.",180,,ECD007,"Crowds, Children & Footsteps",16,1,44100,2,180.92666666666668
460,07043062.wav,"Concert Audience, applause & tuning before piece, applause for Orchestra Leader, tuning, applause for Conductor.",133,,ECD007,"Crowds, Children & Footsteps",17,1,44100,2,133.15333333333334
461,07043063.wav,"Concert Audience, applause between movements.",21,,ECD007,"Crowds, Children & Footsteps",18,1,44100,2,21.666666666666668
462,07043064.wav,"Concert Audience, applause, cheers & stamping after piece, into stamping & slow hand clapping.",240,,ECD007,"Crowds, Children & Footsteps",19,1,44100,2,240.89333333333335
463,07043065.wav,Department Store atmosphere.,130,,ECD007,"Crowds, Children & Footsteps",20,1,44100,2,130.22666666666666
464,07043066.wav,Press Reception atmosphere. (Useful also for party atmosphere.),106,,ECD007,"Crowds, Children & Footsteps",21,1,44100,2,106.00666666666666
465,07043067.wav,Two & a quarter year old baby crying.,122,,ECD007,"Crowds, Children & Footsteps",22,1,44100,2,122.23333333333333
466,07043068.wav,Two & a quarter year old baby talking nonsense.,238,,ECD007,"Crowds, Children & Footsteps",23,1,44100,2,238.83333333333334
467,07043069.wav,"Hysterical Children in class, quietens at end.",19,,ECD007,"Crowds, Children & Footsteps",24,1,44100,2,20.393378684807256
468,07043070.wav,"Noisy Children in class, with banging.",79,,ECD007,"Crowds, Children & Footsteps",25,1,44100,2,79.61333333333333
469,07043071.wav,Children cheering.,7,,ECD007,"Crowds, Children & Footsteps",26,1,44100,2,7.193333333333333
470,07043072.wav,Children booing & hissing.,26,,ECD007,"Crowds, Children & Footsteps",27,1,44100,2,25.826666666666668
471,07043073.wav,Children chattering quietly.,95,,ECD007,"Crowds, Children & Footsteps",28,1,44100,2,92.86
472,07043074.wav,Children fidgeting quitely.,116,,ECD007,"Crowds, Children & Footsteps",29,1,44100,2,116.79333333333334
473,07043075.wav,Forty children outside on wet gravel.,128,,ECD007,"Crowds, Children & Footsteps",30,1,44100,2,128.91333333333333
474,07043076.wav,Two thousand children outside.,124,,ECD007,"Crowds, Children & Footsteps",31,1,44100,2,124.07333333333334
475,07043077.wav,"Football Crowd during Second Division Match. (Recorded during Portsmouth v. Carlisle, 6th May 1985.)",151,,ECD007,"Crowds, Children & Footsteps",32,1,44100,2,150.38666666666666
476,07043078.wav,"Football Crowd reaction to near miss during Second Division Match. (Recorded during Portsmouth v. Carlisle, 6th May 1985.)",20,,ECD007,"Crowds, Children & Footsteps",33,1,44100,2,20.311768707482994
477,07043079.wav,"Football Crowd reaction to goal in Second Division Match. (Recorded during Portsmouth v. Carlisle, 6th May 1985.)",80,,ECD007,"Crowds, Children & Footsteps",34,1,44100,2,81.11333333333333
478,07043080.wav,"County Cricket Match, general atmopshere. (Recorded during Hertfordshire v. Somerset.)",189,,ECD007,"Crowds, Children & Footsteps",35,1,44100,2,187.3
479,07043081.wav,"London Marathon, atmosphere near start.",140,,ECD007,"Crowds, Children & Footsteps",36,1,44100,2,140.6
480,07043082.wav,"London Marathon, cheers & applause.",111,,ECD007,"Crowds, Children & Footsteps",37,1,44100,2,111.45333333333333
481,07043083.wav,"Industrial Dispute, jeers & calls.",51,,ECD007,"Crowds, Children & Footsteps",38,1,44100,2,51.18
482,07043084.wav,"Industrial Dispute, chanting among marchers.",85,,ECD007,"Crowds, Children & Footsteps",39,1,44100,2,85.37333333333333
483,07043085.wav,"Industrial Dispute, cheers, clapping & booing.",47,,ECD007,"Crowds, Children & Footsteps",40,1,44100,2,47.1
484,07043086.wav,Large Crowd at Royal occasion.,135,,ECD007,"Crowds, Children & Footsteps",41,1,44100,2,135.26
485,07043087.wav,"Crowd at Buckingham Palace, cheers for Queen.",40,,ECD007,"Crowds, Children & Footsteps",42,1,44100,2,40.50666666666667
486,07043088.wav,One man walking on pavement.,60,,ECD007,"Crowds, Children & Footsteps",43,1,44100,2,61.06666666666667
487,07043089.wav,Two men walking on pavement.,53,,ECD007,"Crowds, Children & Footsteps",44,1,44100,2,53.086666666666666
488,07043090.wav,Footsteps in snow.,61,,ECD007,"Crowds, Children & Footsteps",45,1,44100,2,61.49333333333333
489,07043091.wav,"Footsteps on shingle, with distant seawash.",63,,ECD007,"Crowds, Children & Footsteps",46,1,44100,2,63.346666666666664
490,07043092.wav,Twenty men walking in broken step.,92,,ECD007,"Crowds, Children & Footsteps",47,1,44100,2,91.91333333333333
491,07043093.wav,"Group of young people walking in park, with some voices.",41,,ECD007,"Crowds, Children & Footsteps",48,1,44100,2,41.68
492,07044045.wav,"Public Bar atmosphere, quiet crowd in public house with glasses, occasional fruit machine & distant traffic. (Win on fruit machine at 2m46s.)",235,,ECD004,Interior Backgrounds,12,1,44100,2,234.64666666666668
493,07044092.wav,"Tennis Game, with services, points won & crowd reaction. (See CD SFX catalogue for details.)",100,,ECD001,Mixed,43,1,44100,2,100.05333333333333
494,07046144.wav,"Firework display at Alexandra Palace (with crowd) - 1973 (1F1, reprocessed)",317,,ECD081,Exterior Effects,19,1,44100,2,321.6
495,07046145.wav,"Firework display at Thames, South Bank (with crowd) - 1973 (1F1, reprocessed)",314,,ECD081,Exterior Effects,20,1,44100,2,318.62666666666667
496,07046179.wav,Tank procession with crowds cheering - 1982 (500U),66,,ECD100,World War 2,21,1,44100,2,71.90666666666667
497,07047033.wav,"Applause, crowd of 30 people.",12,,EC63A,Applause,7,1,44100,2,10.08
498,07047034.wav,"Applause, crowd of 30 people.",11,,EC63A,Applause,8,1,44100,2,9.96
499,07047035.wav,"Applause, crowd of 30 people.",17,,EC63A,Applause,9,1,44100,2,15.39671201814059
500,07047036.wav,"Applause, crowd of 50 people.",14,,EC63A,Applause,10,1,44100,2,12.9
501,07047037.wav,"Applause, crowd of 50 people.",12,,EC63A,Applause,11,1,44100,2,10.66
502,07047038.wav,"Applause, crowd of 50 people.",12,,EC63A,Applause,12,1,44100,2,10.843514739229025
503,07047049.wav,"Teenage crowd, girls screaming in street, with much movement & general excitement.",233,,EC63C,Teenage Crowds,1,1,44100,2,231.01333333333332
504,07047050.wav,"Teenage crowd, girls screaming in street, with traffic & motor horns.",100,,EC63C,Teenage Crowds,2,1,44100,2,98.92589569160998
505,07047051.wav,"Teenage crowd, girls screaming in a theatre.",145,,EC63C,Teenage Crowds,3,1,44100,2,143.84
506,07047052.wav,"Teenage crowd, girls scream & applaud in a theatre.",64,,EC63C,Teenage Crowds,4,1,44100,2,62.42
507,07047053.wav,"Teenage crowd, stamping, booing & whistling crowd in a stadium.",116,,EC63C,Teenage Crowds,5,1,44100,2,114.36884353741496
508,07047062.wav,"Male crowd, interior, rowdy with applause & booing. (200 men.)",56,,EC63E,Indoor Crowds (Male),1,1,44100,2,54.735827664399096
509,07047063.wav,"Male crowd, interior, derisive with whistles. (200 men.)",32,,EC63E,Indoor Crowds (Male),2,1,44100,2,30.46
510,07047064.wav,"Male crowd, interior, ,rowdy crowd hall.",177,,EC63E,Indoor Crowds (Male),3,1,44100,2,175.94
511,07047065.wav,"Male crowd, exterior, rowdy crowd of male teenagers.",277,,EC63E,Indoor Crowds (Male),4,1,44100,2,275.21809523809526
512,07048117.wav,"Football crowd, Legia Stadium, Warsaw - large noisy crowd, with chants, cheers, songs and whistling (at end)",367,Crowds: Chanting,ECD061,Poland,6,1,44100,2,372.7733333333333
513,07049095.wav,"Crowds, Palais Royal Gardens, with birds, children playing, passing footsteps and speech.",234,Children: Playing,ECD050,France - Paris,4,1,44100,2,238.28
514,07049096.wav,"Crowds, Tuileries Gardens, atmosphere at open air cafe, with speech, children, passing footsteps, birds and distant ",252,Cafes: France,ECD050,France - Paris,5,1,44100,2,256.92
515,07049097.wav,"Crowds, Eiffel Tower, atmosphere of large international crowd waiting for lifts, with distant traffic.",253,Crowds: Exterior,ECD050,France - Paris,6,1,44100,2,258.08
516,07049103.wav,"Large crowd at Louvre Museum in new entrance hall under glass pyramid, with occasional close speech.",174,Entrance Halls: France,ECD050,France - Paris,12,1,44100,2,178.81333333333333
517,07049104.wav,"Crowd atmosphere at Louvre Museum, footsteps and voices in the ""Grande Gallerie""",175,Crowds: Interior,ECD050,France - Paris,13,1,44100,2,180.24
518,07049112.wav,"British Museum entrance hall, large crowded entrance hall with footsteps, chatter and distant telephones.",334,Entrance Halls,ECD051,London 2,2,1,44100,2,339.7866666666667
519,07049114.wav,"Covent Garden, interior atmosphere busy market hall atmosphere with footsteps and voices.",258,Crowds: Exterior,ECD051,London 2,4,1,44100,2,262.68
520,07049115.wav,"Crowds in Covent Garden Piazza on a busy saturday afternoon, busker's music occassionally discernable in distance.",248,Crowds: Exterior,ECD051,London 2,5,1,44100,2,253.94666666666666
521,07049116.wav,Close perspective international crowds passing with heavy traffic background. (Rec. Oxford Circus),296,Crowds: Exterior,ECD051,London 2,6,1,44100,2,300.7733333333333
522,07050008.wav,"National Hunt Racing, distinct P.A. commentary on whole race, also crowd noise, etc., getting excited towards finish.",481,Crowds: Exterior: Excited,ECD031,Equestrian Events,8,1,44100,2,485.25333333333333
523,07050009.wav,"National Hunt Racing, excited crowd at finish of 1989 Cheltenham Gold Cup, 1989, also distant P.A. with audible results (numbers only).",54,Crowds: Exterior: Excited,ECD031,Equestrian Events,9,1,44100,2,57.306666666666665
524,07050010.wav,"National Hunt Racing, horses pass over hurdle, with P.A., crowd & distant siren.",19,Crowds: Exterior,ECD031,Equestrian Events,10,1,44100,2,23.786666666666665
525,07050014.wav,"Point to Point Racing, large field passes over jump, with faint crowd.",36,Crowds: Exterior,ECD031,Equestrian Events,14,1,44100,2,41.946666666666665
526,07050019.wav,"Point to Point Racing, field passes on flat, with distinct P.A., two stragglers & crowd noise.",25,Crowds: Exterior,ECD031,Equestrian Events,19,1,44100,2,28.186666666666667
527,07050020.wav,"Point to Point Racing, finish of race with horses, crowd & distinct P.A. (Recorded by winning post.) ",34,Animals: Horses: Racing: Point to Point,ECD031,Equestrian Events,20,1,44100,2,38.54666666666667
528,07050051.wav,"Speedway, four bike race, bikes come out on course with distant P.A., rev up & start, pass four times with distant crowd. (Recorded by start/finish line.)",104,Crowds: Exterior,ECD033,Adventure,17,1,44100,2,108.08934240362812
529,07050052.wav,"Speedway, race with four passes, finish & ride past at end. (Recorded on opposite side of track from start line.)",86,Crowds: Exterior,ECD033,Adventure,18,1,44100,2,89.46267573696146
530,07050053.wav,"Speedway, race with four passes, P.A., loud cheers & hooters. (Recorded from front of open grandstand, crowd's perspective.)",110,Crowds: Exterior: Cheering,ECD033,Adventure,19,1,44100,2,113.31600907029478
531,07050054.wav,"Speedway, race recorded from enclosed glass-fronted grandstand, with P.A. & crowd cheering.",73,Crowds: Exterior: Cheering,ECD033,Adventure,20,1,44100,2,76.22267573696145
532,07050195.wav,"Primary School, lunchtime atmosphere in school hall, lunchtime, mixed infants to 11 year olds, school bell rung (at 2m34s).",158,Bells: Schools,ECD039,Schools / Crowds,1,1,44100,2,164.16666666666666
533,07050196.wav,"Primary School, classroom atmosphere in prefabricated building, 8-9 yo girls, some desk lids open & closed, children move around room. ",64,Desks,ECD039,Schools / Crowds,2,1,44100,2,70.26666666666667
534,07050197.wav,"Primary School, cloak-room atmosphere, mixed infants to 10 year olds.",101,Boys,ECD039,Schools / Crowds,3,1,44100,2,105.46666666666667
535,07050198.wav,"Primary School, mixed junior playground atmosphere, one child occasionally cries in background.",203,Boys,ECD039,Schools / Crowds,4,1,44100,2,210.16
536,07050199.wav,"Primary School, classroom atmosphere in prefabricated building, 8-9 yo girls, chairs scraped on floor.",248,Chairs,ECD039,Schools / Crowds,5,1,44100,2,254.57333333333332
537,07050200.wav,"Mixed Comprehensive School, classroom atmosphere, 5th Year Pupils chattering, chairs occasionally moved & door banged.",358,Boys,ECD039,Schools / Crowds,6,1,44100,2,363.8
538,07050201.wav,"Mixed Comprehensive School, classroom atmosphere at end of 5th year lesson, bell rung, chairs moved & door banged.",49,Bells: Schools,ECD039,Schools / Crowds,7,1,44100,2,55.42666666666667
539,07050202.wav,"Mixed Comprehensive School, classroom atmosphere, 2nd Year Pupils enter room, settle down, chatter & quiet periods while working, bell rung, chairs move & door banged.",379,Bells: Schools,ECD039,Schools / Crowds,8,1,44100,2,384.64
540,07050203.wav,"Comprehensive School, girls changing room with 20-30 3rd Year Pupils, general chatter.",149,Girls,ECD039,Schools / Crowds,9,1,44100,2,157.29333333333332
541,07050204.wav,"Comprehensive School, basketball practice & lesson in Sports Hall, 5th Year Boys with some shouting & whistle blown occasionally. (Very live acoustic.)",262,Sports: Basketball,ECD039,Schools / Crowds,10,1,44100,2,265.97333333333336
542,07050205.wav,"Mixed Comprehensive School, general chatter in school corridor (quite busy) in large comprehensive, pupils of mixed ages & sexes, with doors banged, etc.",279,Boys,ECD039,Schools / Crowds,11,1,44100,2,285.8666666666667
543,07050206.wav,"School Computer Class, general atmosphere in pre-fabricated room, with hum from computers, keys clicking, occasional background speech, T.V. whistle from monitors & people moving around. ",223,Boys,ECD039,Schools / Crowds,12,1,44100,2,229.4
544,07050207.wav,"Primary School, junior girls' gym class (quite active), general atmosphere with equipment used & whistle blown twice at end of track.",266,Gyms,ECD039,Schools / Crowds,13,1,44100,2,270.76
545,07050208.wav,"Primary School, junior girls' gym class, organised activities with whistle, lots of running around & occasional cheering.",158,Girls,ECD039,Schools / Crowds,14,1,44100,2,162.93333333333334
546,07050209.wav,"Indoor Market, general chatter & footsteps, distant rumble of occasional traffic.",200,Crowds: Interior,ECD039,Schools / Crowds,15,1,44100,2,207.73333333333332
547,07050210.wav,Dinner-Dance with large crowd (100-plus) in hall. (Narrow stereo image.),382,Crowds: Interior,ECD039,Schools / Crowds,16,1,44100,2,388.17333333333335
548,07050211.wav,"Public House at lunch time, quite subdued atmosphere, with cooler faintly in background.",155,Crowds: Interior,ECD039,Schools / Crowds,17,1,44100,2,164.33333333333334
549,07050212.wav,"Public House, pint of beer pulled.",11,Public Houses: Beer Engines,ECD039,Schools / Crowds,18,1,44100,2,18.866666666666667
550,07050213.wav,"Public House, half a pint of beer pulled.",9,Public Houses: Beer Engines,ECD039,Schools / Crowds,19,1,44100,2,16.093333333333334
551,07050214.wav,"Large expectant crowd in hall, general chatter. (Live acoustic recording.)",45,Crowds: Interior: Chatter,ECD039,Schools / Crowds,20,1,44100,2,50.733333333333334
552,07050215.wav,Enthusiastic audience clapping & whistling in large hall.,22,Applause: Interior,ECD039,Schools / Crowds,21,1,44100,2,26.706666666666667
553,07050216.wav,"General applause in large hall, ends.",15,Applause: Interior,ECD039,Schools / Crowds,22,1,44100,2,16.073333333333334
554,07051032.wav,"Swimming, atmosphere in crowded indoor pool.",243,Swimming Pools,ECD017,Sport and Leisure,32,1,44100,2,245.08
555,07051039.wav,"Rugby, county match with large crowd, scrums at 3m38s & 4m13s.",273,Sports: Rugby,ECD017,Sport and Leisure,39,1,44100,2,275.48
556,07051107.wav,"Eunice, Crowd at garden party.",59,America,ECD024,America,14,1,44100,2,63.906666666666666
557,07051110.wav,New Orleans: Crowd at heritage festival.,159,America,ECD024,America,17,1,44100,2,164.12
558,07051149.wav,"Datong: Narrow street with crowds, bicycles & light traffic.",241,Bicycles,ECD026,China,1,1,44100,2,244.90666666666667
559,07051153.wav,Wuhan: Busy street atmosphere with crowds & bicycles.,122,Bicycles,ECD026,China,5,1,44100,2,125.98666666666666
560,07052011.wav,"Zaire: Gabadalit, small noisy crowd, with screaming children & footsteps.",212,Africa: Zaire,ECD029,Africa 1 - The Human World,11,1,44100,2,214.77333333333334
561,07052015.wav,"Ethiopia: Gana Beles, market crowd, with some distinct speech (Shankilla & Amharic).",253,Africa: Ethiopia,ECD029,Africa 1 - The Human World,15,1,44100,2,254.14666666666668
562,07052040.wav,"Spain: Expectant crowd, exterior, general chatter with lots of children around.",184,Chatter: Spain,ECD040,Spain,6,1,44100,2,184.97333333333333
563,07052041.wav,"Spain: Jerez Riding School, exterior, crowds milling around outside with chatter & footsteps.",98,Crowds: Exterior: Chatter,ECD040,Spain,7,1,44100,2,98.57333333333334
564,07052046.wav,"Spain: Fountain in busy square, with lots of traffic in background, hear chanting & singing in a Flamenco rhythm (at approx 3m12s).",269,Crowds: Exterior,ECD040,Spain,12,1,44100,2,269.24
